lon,lat,age,plate_id,recon_lon,recon_lat,distance,sub_idx,trench_lon,trench_lat,conv_rate,conv_angle,trench_abs_rate,trench_abs_angle,arc_len,trench_norm,subducting_pid,trench_pid,dist_nearest_edge,dist_from_start,conv_ortho,conv_paral,trench_abs_ortho,trench_abs_paral,subducting_abs_rate,subducting_abs_angle,subducting_abs_ortho,subducting_abs_paral,seafloor_age,subduction_volume_km3y,carbonate_sediment_thickness,total_sediment_thick,ocean_crust_carb_percent
-69.24,-22.56,156.0,201.0,-46.228,-30.049,0.03,1359.0,-48.2,-29.78,5.37,-27.61,1.86,105.54,0.18,97.4,919.0,201.0,13.64,13.64,4.76,-2.49,-0.5,1.8,-4.32,-9.22,4.27,-0.69,23.77,0.05,7.92,48.53,1.8
-69.02,-27.17,125.0,202.0,-40.893,-33.861999999999995,0.04,1149.0,-43.64,-33.48,9.24,-52.1,-1.9,-24.93,0.2,95.28,919.0,201.0,24.53,30.25,5.68,-7.29,1.72,-0.8,-10.97,-47.56,7.4,-8.1,49.9,0.09,31.73,119.98,2.23
-69.28,-19.81,79.0,201.0,-51.379,-21.398000000000003,0.034,1142.0,-53.44,-21.83,-2.81,110.3,2.26,-127.4,0.18,71.29,902.0,201.0,20.91,39.75,-0.97,2.63,-1.37,-1.79,2.47,160.47,-2.33,0.83,47.74,0.0,,117.16,2.34
-68.97,-22.47,164.0,201.0,-45.211000000000006,-27.068,0.034,1123.0,-47.39,-26.71,8.37,-58.86,6.44,93.66,0.18,97.13,919.0,201.0,13.81,13.81,4.33,-7.16,-0.41,6.43,-4.02,-10.52,3.95,-0.73,15.24,0.03,,80.13,1.34
-69.12,-23.3,49.0,202.0,-56.952,-24.121,0.033,1232.0,-59.02,-23.95,6.11,9.0,2.37,152.84,0.18,93.21,902.0,201.0,34.61,36.59,6.04,0.96,-2.11,1.08,-4.41,27.35,3.92,2.03,84.82,0.11,25.35,149.68,2.53
-69.42,-26.49,92.0,202.0,-49.872,-30.160999999999998,0.033,1155.0,-52.06,-29.98,8.12,-15.72,2.38,-127.47,0.2,97.72,908.0,201.0,25.31,32.78,7.82,-2.2,-1.45,-1.89,-7.59,-32.7,6.39,-4.1,43.56,0.12,38.07,111.44,2.33
-70.25,-27.48,119.0,202.0,-43.013000000000005,-33.181999999999995,0.023,1131.0,-44.52,-32.83,10.19,-15.71,3.99,163.56,0.19,104.9,908.0,201.0,24.77,30.23,9.81,-2.76,-3.83,1.13,-6.2,-15.33,5.97,-1.64,40.4,0.13,24.91,103.69,2.34
-69.83,-21.92,18.0,201.0,-66.04899999999999,-21.456,0.02,956.0,-67.29,-21.56,12.61,-20.95,2.65,178.71,0.18,94.58,911.0,201.0,33.15,33.15,11.78,-4.51,-2.65,0.06,-10.15,-25.92,9.13,-4.44,69.98,0.2,7.46,140.65,2.58
-68.8,-21.0,69.0,201.0,-52.976000000000006,-21.469,0.039,1141.0,-55.38,-21.77,4.9,22.44,4.27,-143.79,0.18,79.0,902.0,201.0,23.96,40.19,4.53,1.87,-3.45,-2.52,-1.29,-31.64,1.1,-0.68,57.31,0.07,37.2,128.74,2.39
-68.97,-19.87,76.0,201.0,-51.625,-21.125999999999998,0.039,1144.0,-53.99,-21.5,1.7,67.39,2.24,-128.98,0.18,70.94,902.0,201.0,21.6,39.81,0.65,1.57,-1.41,-1.74,0.76,-165.91,-0.74,-0.19,52.49,0.01,37.59,123.16,2.34
-69.27,-27.38,18.0,202.0,-65.47,-26.914,0.037000000000000005,914.0,-67.81,-26.49,12.92,-30.16,2.6,168.9,0.19,104.55,911.0,201.0,28.19,28.19,11.17,-6.49,-2.55,0.5,-10.5,-34.71,8.63,-5.98,79.44,0.21,7.19,147.13,2.53
-70.3,-28.5,1.0,202.0,-70.12100000000001,-28.447,0.026000000000000002,865.0,-71.76,-27.98,9.03,-26.88,1.86,146.66,0.19,104.94,911.0,201.0,24.11,24.11,8.06,-4.08,-1.55,1.02,-7.19,-25.16,6.51,-3.06,46.54,0.12,50.65,115.48,2.16
-70.27,-33.14,140.0,2901.0,-48.312,-40.97,0.038,997.0,-50.95,-40.15,7.34,-28.11,2.03,-113.51,0.19,116.9,919.0,201.0,2.56,2.56,6.47,-3.46,-0.81,-1.86,-7.75,-43.4,5.63,-5.33,46.37,0.1,40.62,115.36,2.25
-69.23,-25.22,122.0,202.0,-41.268,-31.303,0.034,1149.0,-43.55,-31.11,8.6,-16.84,2.35,-103.01,0.2,95.58,919.0,201.0,22.6,32.1,8.23,-2.49,-0.53,-2.29,-9.04,-31.92,7.67,-4.78,48.07,0.13,32.12,117.59,2.01
-69.34,-22.88,94.0,202.0,-49.426,-26.923000000000002,0.028999999999999998,1184.0,-51.28,-26.72,8.75,-14.09,2.38,-126.18,0.18,96.45,908.0,201.0,21.49,36.24,8.48,-2.13,-1.41,-1.92,-8.18,-29.81,7.09,-4.06,36.59,0.1,33.17,101.1,2.28
-69.3,-22.84,26.0,202.0,-63.364,-22.691,0.03,885.0,-65.2,-22.59,10.81,-21.21,2.86,-172.45,0.18,94.19,902.0,201.0,33.28,33.28,10.08,-3.91,-2.83,-0.38,-8.43,-30.65,7.25,-4.3,87.48,0.18,4.76,151.51,2.4
-68.95,-22.42,65.0,201.0,-53.99100000000001,-22.569000000000003,0.035,1302.0,-56.13,-22.35,4.05,-7.56,1.42,-171.34,0.18,94.56,902.0,201.0,33.73,40.84,4.01,-0.53,-1.41,-0.21,-2.71,-16.0,2.61,-0.75,61.96,0.06,33.19,137.07,2.42
